8.46292	0.243462	0	0	8.46292	0.243462	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
8.4485	0.251375	0	0	8.44818	0.251553	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
8.47192	0.248809	-0.0105202	-0.000313016	8.56759	0.241943	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
8.46484	0.250987	-0.0105202	-0.000313016	8.45582	0.253997	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
8.46093	0.251415	-0.965306	1.03051	8.42544	0.254042	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
8.39811	0.250709	-0.965306	1.03051	8.23962	0.24916	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
8.36776	0.230529	-1.82748	-2.20613	7.93286	0.188391	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
8.25731	0.216413	-1.82707	-2.2046	7.84073	0.159858	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
8.22492	0.224951	-3.18842	33.3887	7.61269	0.155818	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
8.11121	0.214619	-3.19041	33.4486	7.54016	0.159641	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
8.08636	0.241758	-2.97229	27.8498	7.50815	0.0953827	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.98385	0.222271	-2.92599	26.6905	7.3426	0.0345312	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.95882	0.190123	-2.99383	26.8361	7.20598	0.00492725	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.85239	0.171478	-2.93875	25.5714	7.05406	-0.0533413	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.82092	0.173138	-2.08373	-2.10031	6.74585	-0.143185	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.72113	0.144578	-1.94322	-5.79316	6.84972	-0.258748	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.69529	0.130429	-1.89204	-6.97675	6.66966	-0.346668	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.59931	0.0980059	-1.84509	-7.35913	6.64329	-0.462604	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.57818	0.0650617	-0.830161	-41.9491	6.60862	-0.557035	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.49466	0.0301306	-0.8512	-39.7996	6.56029	-0.650892	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.47371	-0.00340044	-0.546759	-49.8047	6.40696	-0.842921	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.39792	-0.0458427	-0.711032	-41.9797	6.45805	-1.05268	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.38128	-0.066639	-1.14483	-24.175	6.38626	-1.15695	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.3044	-0.111724	-1.33367	-15.2928	6.25499	-1.25007	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.29171	-0.073465	-0.401914	-55.0848	6.43125	-1.48148	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.23303	-0.124177	-0.538931	-48.2072	6.36328	-1.65656	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.2222	-0.147943	-0.710641	-40.4125	6.3228	-1.81431	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.16508	-0.202246	-0.876269	-32.2407	6.24641	-1.95075	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.15497	-0.209914	-0.629687	-43.7925	6.31851	-2.10969	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.11062	-0.266382	-0.77786	-36.4075	6.34644	-2.23829	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.10307	-0.294015	-0.811173	-34.7925	6.32593	-2.40018	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.06418	-0.352924	-0.949975	-27.8903	6.34927	-2.55175	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.05927	-0.358427	-0.836797	-34.6714	6.43125	-2.71878	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.02869	-0.416567	-0.952763	-29.0811	6.43257	-2.84245	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
7.02538	-0.43737	-0.949191	-30.031	6.46536	-3.00452	2.8287e-038	2.36936e-038	-1.#QNAN	3.92364e-044
